credit_policy,purpose,interest_rate,installment,annnual_income,dti,fico,days_with_cr_line,revol_bal,revol_util,inq_last_6mths,delinq_2yrs,pub_rec,not_fully_paid
1,all_other,0.0751,311.1,30000,8.6,752,2522,6268,22,0,0,0,0
1,debt_consolidation,0.0988,483.16,91000,15.93,762,5642.04,8226,18.1,0,0,0,0
1,major_purchase,0.1422,137.14,250000,14.91,677,5156,8847,36.9,1,0,0,0
1,credit_card,0.0751,155.55,62400,12.75,737,5160,11757,42.6,0,0,0,0
1,debt_consolidation,0.0988,442.9,66200,17.67,737,3095.04,10033,21.7,1,0,0,0
1,all_other,0.1273,167.84,61000,15.76,682,5340.04,8076,79.2,1,0,0,1
1,credit_card,0.1025,97.16,60000,15.64,702,2310.04,14636,71.4,0,0,0,0
1,debt_consolidation,0.1136,246.84,62000,14.83,707,3030,0,26.32,0,0,0,0
1,debt_consolidation,0.1099,491.03,72000,10.75,722,7140.04,2561,17.3,0,0,0,0
1,debt_consolidation,0.1025,809.62,150000,7.66,787,6840.04,8315,23.7,0,0,0,0
1,debt_consolidation,0.1311,54,41508,18.99,672,7680,6281,62.8,3,0,0,0
1,credit_card,0.1025,404.81,36500,18.38,732,3394,12849,45.6,0,0,0,0
1,all_other,0.1025,161.93,40040,19.12,717,1649.04,10625,65.6,0,0,0,1
1,debt_consolidation,0.1136,394.94,48000,13.18,702,8910.04,12844,54,1,0,1,0
1,credit_card,0.1311,472.43,40000,11.31,697,5550,12942,67.1,0,0,0,0
1,credit_card,0.1025,576.45,61781,17.15,762,10560,23065,51.1,4,0,0,0
1,debt_consolidation,0.0788,265.89,47500,11.7,737,3390,9205,52,0,0,0,0
1,debt_consolidation,0.1273,537.06,74000,4.41,712,3841.04,12585,38.8,1,0,0,0
1,debt_consolidation,0.1459,861.63,97000,18.15,707,6690.04,22542,41.7,1,1,0,0
1,major_purchase,0.1311,464,26000,14.4,747,4320.04,16738,90.3,1,0,0,0
1,debt_consolidation,0.1273,570.63,66150,22.75,707,3750,26146,76.2,0,0,0,0
1,debt_consolidation,0.0988,547.58,54660,19.39,762,12752.04,18667,20.3,1,0,0,0
1,small_business,0.183,907.6,340000,11.99,752,5190,5011,5.5,7,0,0,0
1,all_other,0.1719,185.89,30000,22.29,662,1554,1815,43.2,1,0,0,0
1,home_improvement,0.1062,651.2,130000,15.98,787,12570.04,4641,18.1,5,0,0,0
1,all_other,0.0751,435.54,75600,3.68,772,5130,11723,32.1,0,0,0,0
1,debt_consolidation,0.1348,339.25,41300,13.8,687,4080,14246,74.2,0,0,1,0
1,small_business,0.1348,169.63,45000,14.19,677,3750,3379,31,2,0,0,0
1,all_other,0.1793,902.94,300000,8.6,677,7170.04,38436,73.2,0,1,0,0
1,home_improvement,0.1311,253.09,57200,10.85,682,4021,4891,55,0,0,1,0
1,credit_card,0.1311,215.97,71500,16.38,682,2134.04,8220,71.5,0,0,0,0
1,debt_consolidation,0.1645,424.53,39099,3.1,667,1140,4278,42.7,3,0,0,0
1,debt_consolidation,0.1756,503.05,103560,15.02,672,7320,15899,16.6,3,0,0,0
1,educational,0.1062,182.34,75000,14.32,707,5910,15055,88,1,0,0,0
1,all_other,0.1311,141.73,15000,3.44,702,6000.04,654,72.7,0,0,1,0
1,credit_card,0.1348,441.02,40000,24.66,687,5194,17325,70.1,0,0,0,0
1,credit_card,0.1459,112.02,28000,24.6,662,5554,11683,60.2,1,0,0,0
1,all_other,0.0988,161.06,38400,24.5,717,4500.04,14438,62.2,0,0,0,0
1,home_improvement,0.1099,491.03,75000,1.36,722,7530.04,4402,9.3,1,1,0,0
1,debt_consolidation,0.0988,322.11,60000,9.8,757,6120.04,2255,45.1,1,0,0,0
1,all_other,0.1422,144,53000,16.69,667,4710,5804,50.9,0,1,3,0
1,debt_consolidation,0.1645,566.04,78000,14.74,667,2730.04,3745,89.2,3,0,0,0
1,debt_consolidation,0.1062,455.84,44049.6,22.39,722,5760.04,17256,76,0,1,0,0
1,debt_consolidation,0.1459,482.51,73000,12.13,697,4560.04,5879,70.8,0,0,1,0
1,debt_consolidation,0.1025,242.89,50400,14.83,717,4440,7396,37.9,0,0,0,0
1,debt_consolidation,0.1136,658.23,61800,18.64,722,4290.04,58930,63.4,1,0,0,0
1,educational,0.1496,176.7,24000,22.8,682,5520,5327,95.1,3,0,0,0
1,all_other,0.1099,163.68,52000,6.55,692,3510.04,958,12.1,1,0,1,0
1,all_other,0.0788,187.69,51000,13.36,737,4890.04,10685,89.8,1,0,0,0
1,educational,0.1062,73.26,53000,13.86,722,9150,3860,91.9,2,0,0,0
1,all_other,0.1099,40.92,28000,0.64,742,1230.04,426,8.9,0,0,0,0
1,all_other,0.1311,506.18,120000,16.69,692,4470,26519,61.4,1,1,0,0
1,all_other,0.1311,506.18,76000,11.92,697,5430.04,14383,44.9,0,0,0,0
1,all_other,0.0751,124.44,26400,16.5,737,2763.04,3053,13.5,0,0,0,0
1,debt_consolidation,0.0639,100.99,15600,21.46,777,7712,3071,16.5,0,0,0,0
1,small_business,0.0751,334.43,39000,12.86,762,6060.04,6486,8.7,3,0,0,0
1,credit_card,0.1607,527.91,45000,9.33,672,1770.04,16375,66,0,0,0,0
1,debt_consolidation,0.1099,392.83,54050,23.51,707,5160,22083,75.9,2,0,0,0
1,debt_consolidation,0.1136,329.12,56253,9.73,727,5880,3010,73.4,1,0,0,0
1,all_other,0.1311,337.45,45000,22.91,692,2910,3140,35.7,3,0,0,0
1,all_other,0.1273,503.5,41000,11.41,742,1260.04,2246,16.9,0,0,0,0
1,all_other,0.0751,155.55,47000,12.77,747,3420.04,7326,18.2,0,0,0,0
1,debt_consolidation,0.1422,291.42,55000,20.75,672,5820,4377,71.8,0,1,0,0
1,small_business,0.1273,503.5,122000,24.44,702,5880,52601,73.1,1,0,0,0
1,all_other,0.1062,260.48,32000,11.29,722,1950.04,1643,60.9,0,0,0,0
1,debt_consolidation,0.1136,256.71,52000,7.89,692,8010,15985,45.2,0,0,0,0
1,all_other,0.1348,40.71,7500,21.44,702,1112,6235,52,1,0,0,0
1,debt_consolidation,0.1422,205.71,52000,15.65,677,4500.04,13800,93.2,2,0,0,0
1,major_purchase,0.1062,716.32,207182,5.34,747,10050.04,47992,30.5,4,0,0,0
1,debt_consolidation,0.0988,322.11,70000,6.24,727,3780.04,12991,22.6,2,0,0,0
1,debt_consolidation,0.1385,545.67,115000,14.01,687,7770,7915,38.4,2,0,0,0
1,debt_consolidation,0.0714,309.4,74000,15.42,797,5580,13014,14.7,2,0,0,0
1,all_other,0.1273,50.35,27040,17.8,692,1830,12614,85.2,0,0,0,0
1,debt_consolidation,0.1025,153.83,79200,20.42,712,6990,61140,60.5,0,0,1,0
1,debt_consolidation,0.1136,236.96,48000,7.15,727,5400.04,9379,35.7,1,0,1,0
1,all_other,0.0988,222.26,47480,16.81,727,4050,150,3.1,3,0,0,0
1,debt_consolidation,0.1348,474.94,41400,20.06,692,2310.04,13211,73.8,1,0,0,0
1,credit_card,0.1273,169.51,50000,20.52,682,4051,22485,70,0,0,0,0
1,credit_card,0.1062,814,159600,15.2,762,5820,50110,10.5,2,0,0,0
1,credit_card,0.0714,170.17,47000,19.86,752,4110,10254,23.5,1,0,0,0
1,debt_consolidation,0.0788,350.34,62000,22.49,737,6180,16472,47.9,0,0,0,0
1,home_improvement,0.1099,98.21,54900,15.5,697,4470,2754,40.5,2,0,1,0
1,all_other,0.1099,49.11,87000,20.43,687,12450,3438,51.3,3,0,0,0
1,home_improvement,0.0751,311.1,60000,15.92,767,5580,5527,17.8,0,0,0,0
1,home_improvement,0.1025,161.93,50000,19.23,712,4296.04,36705,82.5,2,0,0,0
1,debt_consolidation,0.1136,493.67,96339,22.16,707,5130,22434,57.4,1,0,0,0
1,debt_consolidation,0.1025,168.41,42000,21.63,712,3420.04,12970,66.2,2,0,0,0
1,all_other,0.1422,102.86,40000,10.05,702,1230.04,627,34.8,1,0,0,0
1,debt_consolidation,0.1422,317.13,19200,10.81,697,2100.04,0,0,3,0,0,1
1,credit_card,0.1385,218.27,44000,20.54,672,3120.04,26428,48.2,2,0,0,0
1,all_other,0.0751,171.11,34656,20.39,742,7200.04,14493,19.5,1,0,0,0
1,debt_consolidation,0.0676,147.7,14076,6.05,772,3480.04,2621,17,0,0,0,0
1,debt_consolidation,0.1025,453.39,70000,16.42,732,5340.04,16198,53.8,2,0,0,0
1,debt_consolidation,0.1062,325.6,67145,6.13,722,4200.04,10075,73,1,0,0,0
1,all_other,0.1348,339.25,30000,17.04,682,2430.04,10491,55.5,1,0,0,0
1,small_business,0.1311,269.96,35000,1.65,742,2130.04,1692,35.2,3,1,0,1
1,all_other,0.1062,130.24,12000,14.1,702,8010,3361,21.1,1,0,0,0
1,debt_consolidation,0.0788,330.01,35000,21.63,742,4650.04,11071,37.4,0,0,0,0
1,debt_consolidation,0.1348,379.95,46739.4,3.93,692,1470,6372,52.2,1,0,0,0
1,major_purchase,0.0714,247.52,50000,22.13,772,5430.04,13088,42.6,0,0,0,0
1,major_purchase,0.0988,161.06,50700,22.91,717,3690,13232,63.9,1,0,0,0
1,all_other,0.1904,916.95,230000,14.43,667,5970.04,39476,78.3,0,0,0,0
1,home_improvement,0.0788,450.44,96216,1.91,777,5820,3351,0.4,2,0,0,0
1,all_other,0.1025,194.31,50000,20.66,707,1920,19882,51.2,2,0,0,0
1,debt_consolidation,0.1099,157.13,15000,0,752,1680.04,0,0,0,0,0,1
1,debt_consolidation,0.1461,206.86,30000,16.2,682,1769.96,16626,91.9,2,0,0,1
1,all_other,0.1496,277.16,62400,4.5,712,1379.96,5009,49.6,0,0,0,1
1,all_other,0.1322,165.63,36000,19.53,692,1530.04,5948,48.8,0,0,0,1
1,educational,0.1704,276.48,13920,2.24,692,8010,984,98.4,0,2,0,1
1,small_business,0.1565,699.73,97200,3.6,722,5657.96,16930,22.6,0,0,0,1
1,major_purchase,0.1385,341.04,83976,1.8,722,1140,3109,15.9,2,0,0,1
1,credit_card,0.1385,341.04,140000,7.25,697,3690,47134,50.7,3,0,0,1
1,all_other,0.1218,59.94,18000,6.33,717,1230.04,1454,33.8,0,0,0,1
1,debt_consolidation,0.1095,255.17,33000,20.29,742,9599.96,11904,38.3,0,0,0,1
1,all_other,0.1287,134.54,26000,23.22,677,2911,5610,80.1,3,0,0,1
1,all_other,0.16,70.32,24000,2.55,667,3509.96,0,63,0,0,0,1
1,debt_consolidation,0.1821,181.3,45000,11.39,662,5400,0,25.8,3,2,0,1
1,debt_consolidation,0.1533,139.32,35000,9.12,667,2820.04,2653,49.1,1,0,0,1
1,educational,0.1025,32.39,10500,21.37,702,5310.04,5430,48.9,0,1,0,1
1,home_improvement,0.1189,663.28,60600,2.89,742,3660,6863,46.7,4,0,0,1
1,small_business,0.1739,716.95,62000,13.51,697,4350,7574,35.6,3,1,0,1
1,all_other,0.1114,393.65,75000,7.82,737,3179.96,10320,8.9,1,0,0,1
1,home_improvement,0.1379,851.89,76000,4.45,717,5249.96,165,2.5,2,0,0,1
1,major_purchase,0.1287,840.83,94800,0.13,757,2190,14,0.2,2,0,0,1
0,debt_consolidation,0.1608,35.2,30000,23.84,642,2490,10125,90.4,1,0,0,0
0,debt_consolidation,0.1608,246.38,189500,22.47,647,7212,150971,92.3,4,0,0,1
0,debt_consolidation,0.16,787.53,78000,19.34,682,3780.04,15897,66,5,0,1,0
0,educational,0.164,126.4,30000,29.6,677,1643,3043,58.5,1,0,0,1
0,debt_consolidation,0.1482,242.05,45000,19.12,652,2847,26531,52.6,33,0,0,1
0,debt_consolidation,0.1482,172.89,42000,18.51,652,4020,9792,64,8,0,0,1
0,debt_consolidation,0.138,149.96,46000,16.7,662,4339,314,12.6,4,1,0,0
0,all_other,0.1482,311.2,88800,19.34,657,4139.96,38329,77.3,0,0,0,1
0,debt_consolidation,0.1703,570.69,85400,25.32,672,4149.96,38781,54.5,3,0,0,0
0,credit_card,0.1324,404.03,200000,21.31,697,5879.96,152416,80.1,0,0,0,0
0,debt_consolidation,0.1229,236.81,25000,15.55,672,990,10410,63.9,1,0,0,0
0,home_improvement,0.1229,250.15,46000,3.03,672,983,5556,27.1,2,0,0,0
0,debt_consolidation,0.1387,231.98,100000,14.64,657,3498,39411,97.8,1,0,0,0
0,all_other,0.1387,163.75,48000,9.18,652,7556,4945,64.2,2,2,1,0
0,debt_consolidation,0.1671,385.27,55200,26.52,667,2672.96,21300,65.5,4,0,0,0
0,all_other,0.0775,156.11,70000,8.81,772,6389.96,0,7.3,4,0,0,0
0,all_other,0.0838,204.84,48500,4,742,3661,0,2.9,3,0,0,0
0,all_other,0.0807,136.45,120000,4,742,4080,0,22.1,6,0,0,0
0,all_other,0.0933,80.69,110000,10,712,2819.96,0,17.2,6,0,0,0
0,all_other,0.0933,124.62,98000,10,707,4079.96,0,56.8,1,0,1,0
0,all_other,0.1154,164.98,55000,10,697,3190,2447,65.5,4,0,0,1
0,all_other,0.1028,164.42,95000,10,702,2310,0,20.1,3,1,0,0
0,all_other,0.0964,32.11,12000,10,697,1050,0,48.7,2,0,0,0
0,all_other,0.0996,103.2,150000,10,692,6030.04,0,19.8,2,0,0,0
0,all_other,0.1028,113.39,180000,10,687,3990,0,21.7,4,0,0,0
0,all_other,0.1122,211.85,32000,10,687,3329.96,0,38.3,6,0,0,0
0,all_other,0.0964,208.66,20000,10,712,1139,0,10.7,4,0,0,1
0,all_other,0.0996,64.5,6000,10,687,810,0,70,1,0,0,0
0,all_other,0.1249,42.65,40000,10,707,5790,0,51.5,8,0,0,1
0,all_other,0.0933,95.86,20000,10,712,3512.96,0,48.1,4,0,0,0
0,all_other,0.0901,95.42,35000,10,717,4770,0,14,3,0,0,0
0,all_other,0.0775,209.18,203004,1,802,6840.04,0,8.6,5,0,0,0
0,all_other,0.0775,218.55,88500,1,802,3570.04,0,0,1,0,0,0
0,all_other,0.0743,155.38,115200,1,802,6750.04,0,5,5,0,0,0
0,all_other,0.1122,344.87,60000,19.5,742,5609.96,0,0,5,1,0,0
0,all_other,0.0712,30.94,50000,1.1,772,5910,0,0.8,3,0,0,0
0,all_other,0.0838,81.94,6500,6.46,722,1230.04,0,0.1,2,0,0,1
0,all_other,0.0743,93.23,80000,0.39,797,4441,0,0.5,0,0,0,0
0,all_other,0.0743,77.69,66624,10.36,787,5250.04,0,1.3,5,0,0,0
0,all_other,0.0775,156.11,300000,5.38,757,5641,0,23.5,4,0,0,0
0,all_other,0.1407,34.21,25000,16.27,642,567.04,0,85,0,0,0,0
0,all_other,0.1091,45.78,40000,8.61,672,8490.04,0,0.5,0,0,1,0
0,all_other,0.1122,164.23,28000,3.51,672,1139,0,56.2,4,1,0,0
0,all_other,0.0901,38.17,36000,3.27,707,4680,0,2.2,5,1,0,0
0,debt_consolidation,0.0964,141.25,30000,3.72,697,1050,3493,63.5,0,0,0,0
0,debt_consolidation,0.1059,195.28,20000,12.9,697,4169.96,13660,66,4,0,0,0
0,debt_consolidation,0.0712,61.87,150000,5.6,802,8489.96,150786,2.2,0,0,0,0
0,educational,0.147,345.18,50000,7.22,652,2820,10025,85,0,2,0,0
0,debt_consolidation,0.0964,61,100000,10,707,6360.04,0,41.5,6,0,0,0
0,all_other,0.1312,180.57,4000,15,662,178.96,0,47.8,1,0,0,0
0,credit_card,0.1312,202.51,12000,4.4,657,898.96,5251,49.3,9,0,0,0
0,credit_card,0.128,67.2,10000,3.48,647,1169.96,571,61.9,0,1,0,0
0,debt_consolidation,0.1312,226.98,60000,13.16,672,5880,5513,88.9,9,0,1,1
0,credit_card,0.1501,693.45,80000,3.11,672,3570,7883,59.3,6,1,0,1
0,credit_card,0.1059,325.46,55000,17.96,727,3180,6559,24.8,5,0,0,0
0,credit_card,0.1691,142.43,68000,19.62,657,2009.96,1943,25.6,3,1,0,0
0,all_other,0.1438,89.35,42000,16.91,642,5549,4139,52.4,18,4,1,1
0,debt_consolidation,0.1091,114.44,15000,11.52,682,990,3570,72.4,0,0,0,0
0,debt_consolidation,0.1186,265.17,63000,10.42,687,6388.96,7406,58.8,14,0,1,1
0,home_improvement,0.1312,135.01,32000,7.91,652,5609.96,9129,73.3,3,0,1,0
0,credit_card,0.147,345.18,65000,6.37,647,1896,2211,73.7,6,0,0,0
0,educational,0.1028,38.88,4000,8.1,682,368,900,37.5,1,0,0,0
0,credit_card,0.1249,33.45,32000,5.21,652,2429.96,1636,16.7,2,4,0,0
0,debt_consolidation,0.1249,150.52,31000,9.56,662,780,4494,76.2,1,0,0,0
0,educational,0.1438,61.86,40000,4.11,632,629,6214,55,9,0,0,1
0,credit_card,0.1533,139.31,86000,20.12,652,2849,37318,75.4,1,0,0,0
0,all_other,0.1122,164.23,61000,14.48,692,2969,9442,51.3,15,0,0,1
0,credit_card,0.1438,42.96,10000,5.64,632,660,1269,105.7,1,0,0,0
0,debt_consolidation,0.1596,316.25,20000,15.66,642,5370,5673,22,1,0,0,0
0,all_other,0.1438,68.73,40000,15.57,642,238.96,17312,86.6,0,0,0,0
0,debt_consolidation,0.147,110.46,13000,9.42,637,449,1670,55.6,1,0,0,0
0,educational,0.1754,43.11,9600,8.38,612,659,546,47.6,0,1,0,0
0,debt_consolidation,0.1249,140.48,49500,7.68,662,1019,6670,72.5,1,0,0,0
0,debt_consolidation,0.1501,34.68,17280,20,652,1052,2484,35.4,2,0,0,0
0,educational,0.1059,133.44,40000,9.51,682,406,705,54.2,2,0,0,0
0,credit_card,0.1217,116.54,10000,14.76,667,1022,4784,95.7,0,0,0,0
0,debt_consolidation,0.1375,102.17,12000,19.3,667,5668.96,2545,14.4,4,1,0,1
0,credit_card,0.1343,67.81,45000,8.75,647,419,1615,54.1,8,0,1,0
0,all_other,0.1533,365.69,62000,1.72,642,1470,1437,95.8,13,0,0,1
0,debt_consolidation,0.1407,171.05,45000,0.53,642,2846,123,41,6,13,0,0
0,debt_consolidation,0.1091,425.04,62000,20,697,4979.96,13748,50.2,4,0,1,0
0,all_other,0.0996,257.99,25000,0.48,702,599.96,316,19.2,1,0,0,0
0,credit_card,0.1501,346.73,50000,7.75,647,1500,16246,83.3,1,0,0,1
0,credit_card,0.1691,284.86,60000,20.22,647,6209,6755,99.3,1,0,0,1
0,all_other,0.1722,464.95,32000,15.98,642,810,6703,79.8,1,0,0,1
0,educational,0.1438,412.37,15000,6.48,672,1140,1464,83.7,12,0,0,0
0,all_other,0.1628,670.59,100000,9.79,662,449,1603,64.1,1,0,0,1
0,debt_consolidation,0.128,201.6,57000,15.2,667,6449.96,13622,79.7,4,2,1,0
0,all_other,0.1091,196.18,7000,8.57,682,334,0,25.2,2,0,0,1
0,credit_card,0.1691,489.61,500000,7.47,667,3600,168496,46.1,2,1,0,1
0,debt_consolidation,0.1533,332.6,270000,7.33,682,5009.96,107007,29.8,5,0,0,1
0,educational,0.1501,443.81,18000,2.2,657,1548,668,66.8,0,0,0,0
0,debt_consolidation,0.0838,63.03,22000,13.09,737,599.96,425,9.4,0,0,0,0
0,debt_consolidation,0.0743,108.77,300000,1,802,8593.96,150786,17,0,0,0,0
0,credit_card,0.0996,80.63,18000,2.33,692,928.96,2937,43.3,1,0,0,1
0,credit_card,0.1375,170.29,100000,6.2,647,1978.96,9501,64.6,10,0,0,0
0,credit_card,0.1786,585.41,120000,14.09,652,1140,1100,6,0,1,0,0
0,debt_consolidation,0.1691,318.69,70000,1.35,637,780,2864,81.6,1,0,0,1
0,credit_card,0.147,172.59,50000,15.14,647,3299,36662,82.9,0,0,0,0
0,debt_consolidation,0.1343,193.26,65000,18.22,667,990.96,3023,12.6,3,0,1,0
0,small_business,0.0964,287.3,100000,18.24,757,4829,2150,4.2,13,1,0,0
0,all_other,0.1565,131.19,7280,17.31,642,3478.96,0,69.5,1,0,0,1
0,credit_card,0.1091,163.48,42500,1.21,677,719,1424,43.2,1,0,0,0
0,credit_card,0.1217,499.45,83200,17.02,712,4320,37570,59.5,5,0,0,0
0,all_other,0.0807,141.15,18240,3.29,737,1200,0,0,1,0,0,0
0,educational,0.0838,94.54,20000,6.72,732,3149.96,7021,27.4,9,0,0,0
0,all_other,0.1186,49.72,28000,14.31,667,539.96,0,0,1,1,0,0
0,debt_consolidation,0.147,207.11,22000,20,667,2614,15782,36.2,19,0,0,0
0,credit_card,0.1249,100.35,65000,14.25,667,2940,8143,60.3,8,0,0,0
0,debt_consolidation,0.1596,388.28,27716,12.9,647,3720,2621,51.5,3,0,0,1
0,all_other,0.0743,77.69,22800,0.53,747,3630,416,10.4,5,0,0,1
0,small_business,0.1501,403.07,32500,0.74,647,238.96,381,63.5,4,0,0,0
0,debt_consolidation,0.1722,64.38,1896,18.99,642,450,702,87.7,0,0,0,0
0,debt_consolidation,0.1722,525.75,25000,14.74,652,5820,1055,39.1,1,0,0,0
0,credit_card,0.1407,61.58,10192,5.06,637,750,2925,97.5,1,0,0,0
0,credit_card,0.1028,81,10920,7.14,692,3964,0,0,1,0,0,0
0,educational,0.1375,102.17,7062,2.38,642,3972,469,93.8,0,1,0,0
0,all_other,0.0933,127.82,50000,4,702,995.96,6500,80,3,0,0,0
0,debt_consolidation,0.1533,364.82,27000,13.02,647,1109,8742,87.4,0,0,0,0
0,all_other,0.0807,78.42,80000,0.09,727,6678,6,1.5,0,1,0,0
0,debt_consolidation,0.1533,364.82,40000,11.76,647,1019.96,12274,66.3,2,0,0,0
0,all_other,0.1091,98.09,13000,4.62,672,359,0,0,0,0,0,0
0,debt_consolidation,0.1375,170.29,20000,0,647,1230,0,0,1,1,0,1
0,educational,0.1059,156.23,15566,0,682,1109,0,0,6,0,0,0
0,debt_consolidation,0.1091,163.48,35000,1.2,677,599.96,350,31.8,2,0,0,1
0,debt_consolidation,0.1186,348.03,50000,13.8,682,1440,18927,77.9,5,0,0,0
0,home_improvement,0.1596,84.34,23000,15.86,632,569.96,231,77,2,0,0,1
0,debt_consolidation,0.147,207.11,78000,10.23,642,599.96,4103,93.7,0,0,0,0
0,credit_card,0.1249,167.24,180000,21.35,692,6046.96,222702,30.5,0,0,0,0
0,debt_consolidation,0.1628,441.18,90000,1.31,642,2550,3864,56.7,2,2,0,0
0,credit_card,0.1312,337.52,65000,25,697,3047,53670,57.3,0,0,0,0
0,home_improvement,0.1312,67.51,45000,4.83,642,2489.96,0,0,1,0,0,1
0,credit_card,0.1754,472.38,65000,23.78,657,6088.96,27730,57.8,0,2,0,0
0,debt_consolidation,0.1628,303.55,56000,11.38,667,2520,9221,98.1,4,2,0,0
0,debt_consolidation,0.1375,340.57,30000,2.16,657,629.96,1863,51,5,0,0,1
0,all_other,0.1122,131.38,26000,10.85,677,291.96,25,2.5,4,0,0,1
0,all_other,0.0838,15.76,33000,2.15,717,6359,3461,18.6,10,0,0,0
0,debt_consolidation,0.1722,303.98,28000,22.93,642,1800,7985,89.5,4,0,0,0
0,debt_consolidation,0.1786,360.83,45000,15.65,652,3964.96,13784,61.5,1,1,0,0
0,educational,0.1501,151.69,65000,5.48,642,1739.96,4982,73.8,6,0,1,1
0,all_other,0.1754,538.84,65000,10.01,647,2368.96,2469,94.5,0,0,0,1
0,debt_consolidation,0.1028,129.6,19800,5.82,682,539.96,7276,35.1,4,0,0,0
0,all_other,0.0933,131.01,16000,2.7,702,391,355,59.2,0,0,0,0
0,home_improvement,0.1467,345.04,66300,0.76,647,10859.96,991,15.2,1,3,0,0
0,credit_card,0.1754,183.21,26700,13.44,627,419,2798,71.4,0,0,0,1
0,all_other,0.1122,118.24,50000,2.86,667,181,736,51.3,2,0,0,0
0,credit_card,0.1312,40.51,64314,3.77,642,4830,12331,78,3,0,0,0
0,debt_consolidation,0.1786,184.02,60000,5.3,617,720,4333,95.4,4,0,0,1
0,credit_card,0.0933,319.54,63000,0.82,717,346,0,0,2,0,0,0
0,educational,0.1596,421.65,80000,4.61,647,299.96,339,82.7,12,0,0,0
0,debt_consolidation,0.1375,166.88,43500,3.01,647,1260,1893,90.1,2,0,1,1
0,all_other,0.087,158.31,15000,9.84,727,2220,5243,31.6,4,0,0,1
0,educational,0.1438,240.54,55000,8.9,647,3000,5390,66.9,3,0,0,0
0,home_improvement,0.1122,67.33,96000,25,707,4202.96,74292,94.6,0,0,0,0
0,educational,0.1407,82.11,38000,18.51,652,4318.96,5295,83,0,1,0,1
0,debt_consolidation,0.1754,224.52,35000,19.85,657,5460,17659,58.7,9,0,0,1
0,debt_consolidation,0.1343,169.51,20000,0,652,330,0,0,1,0,0,1
0,small_business,0.1722,305.77,60000,8.84,642,720,5059,79,4,0,0,1
0,debt_consolidation,0.1154,494.93,50000,0,687,299.96,557,22.3,1,0,0,0
0,debt_consolidation,0.1533,98.39,30000,21.28,652,1830,509,72.7,3,0,0,0
0,home_improvement,0.1407,191.59,15000,2,642,238.96,852,77.5,5,0,0,1
0,debt_consolidation,0.1343,81.37,20000,11.64,652,2819.96,233,15.1,0,5,0,0
0,all_other,0.1312,141.76,10000,10.68,652,390,2942,58.8,6,0,0,0
0,all_other,0.1407,143.69,24000,12.55,647,2220,0,0,9,0,0,1
0,debt_consolidation,0.1786,432.99,40320,12.83,652,2878.96,4157,96.7,12,0,1,1
0,all_other,0.1122,173.25,70000,25.78,722,4080,17844,31.1,0,0,0,0
0,debt_consolidation,0.1786,158.77,125000,25.77,662,7979.96,68438,96.2,0,1,1,0
0,debt_consolidation,0.1375,204.34,20000,8.4,652,543.96,1421,71.7,3,0,0,0
0,all_other,0.087,158.31,28019.52,1.8,722,900,827,51.7,2,0,0,1
0,all_other,0.1467,316.58,36000,0.33,692,360,136,1.1,8,0,0,1
0,all_other,0.1659,510.47,62000,24.45,662,1260,15783,74.5,4,0,0,0
0,all_other,0.1501,145.62,65000,10.69,647,2969,3028,9.8,10,1,0,0
0,debt_consolidation,0.1501,332.84,90000,15.33,652,6418.96,22158,80.7,10,2,1,0
0,all_other,0.128,278.03,58000,7.99,667,6210,2303,32.9,4,2,0,0
0,credit_card,0.1375,102.17,36500,23.61,672,1049.96,15123,54.4,2,0,0,0
0,small_business,0.1754,290.97,54000,9.98,642,3450,18865,60.8,0,0,0,1
0,debt_consolidation,0.1375,170.29,20000,0.6,642,1289.96,77,11,18,1,0,0
0,credit_card,0.1312,118.14,35000,3.94,647,1739.96,2680,57,0,2,0,0
0,educational,0.1059,162.73,30000,1.8,682,420,829,21.8,2,0,0,0
0,debt_consolidation,0.1596,298.67,29000,11.42,667,4050,3879,71.8,8,0,1,1
0,debt_consolidation,0.1438,359.95,58000,4.26,647,2009.96,14000,55.8,12,0,0,0
0,debt_consolidation,0.1754,376.29,31000,22.37,642,4470,10713,82.4,4,0,0,1
0,educational,0.1059,265.25,141299,6.7,687,6359,7260,41.7,8,0,0,0
0,small_business,0.1533,870.68,165000,13.35,687,6659,18538,47.3,8,1,1,1
0,all_other,0.1407,205.27,36000,0,647,5879,0,0,0,2,0,1
0,debt_consolidation,0.1438,149.48,19000,13.45,642,1139,2422,105.3,3,0,0,0
0,all_other,0.1312,168.76,16800,5.36,652,299.96,2486,82.9,0,0,0,1
0,all_other,0.0901,15.91,2000,0,702,238.96,0,0,6,0,0,1
0,all_other,0.128,334.3,27000,1.42,667,299.96,938,47.6,4,0,0,0
0,debt_consolidation,0.1154,131.99,18500,1.3,667,2910,258,86,2,0,0,1
0,small_business,0.1438,768.01,220000,14.5,692,7387,81330,77.5,4,0,0,0
0,credit_card,0.1628,423.55,48000,11.53,652,900,11134,77.5,6,0,0,1
0,debt_consolidation,0.1028,259.2,18600,6.97,697,629.96,4380,49.2,0,0,0,0
0,all_other,0.1122,131.38,14400,1.67,672,1289.96,74,37,4,0,0,0
0,credit_card,0.1312,168.76,41600,2.48,652,7528.96,2636,32.9,1,0,0,0
0,debt_consolidation,0.1438,359.95,75000,13.07,657,2429.96,22764,39.7,1,0,0,0
